PERIODO,NUM_ORDEN,DEPARTAMENTO,DIVISION,INSPECTOR,SUPERVISOR,CUIT,RAZON_SOCIAL,FECHA_INICIO,FECHA_DEVOL_TRANS
1 TRIM 2014,848,EXTERNA C,VII,MONTERO FERNANDO,BIANCHI MARIA FERNANDA,30696225423,INTER ROP SRL,15/08/2013,
1 TRIM 2015,932,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30696225423,INTER ROP SRL,15/08/2013,13/08/2013
2 TRIM 2015,943,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30696225423,INTER ROP SRL,15/08/2013,13/08/2013
3 TRIM 2014,882,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30696225423,INTER ROP SRL,15/08/2013,13/08/2013
3 TRIM 2015,959,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30696225423,INTER ROP SRL,15/08/2013,13/08/2013
4 TRIM 2014,807,EXTERNA C,VIII,CHAIZAZ VALENZUELA TAMARA ,GONIONDZKY SILVINA,30696225423,INTER ROP SRL,15/08/2013,13/08/2013
2 TRIM 2015,945,EXTERNA C,VII,PEREZ MONICA,BIANCHI MARIA FERNANDA,30620833173,INTERACCI?N SEG S.A.,24/04/2015,
3 TRIM 2015,961,EXTERNA C,VII,PEREZ MONICA,BIANCHI MARIA FERNANDA,30620833173,INTERACCI?N SEG SA,24/04/2015,
1 TRIM 2014,849,EXTERNA A,II,NICOLINO ORNELA,ROMERO GUADALUPE,30620833173,INTERACCION ART SA,13/06/2014,
1 TRIM 2015,933,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,30620833173,INTERACCION ART SA,13/06/2014,
2 TRIM 2014,841,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,30620833173,INTERACCION ART SA,13/06/2014,
2 TRIM 2015,944,EXTERNA F,A,NICOLINO ORNELA,MANCHINI HERNAN,30620833173,INTERACCION ART SA,21/01/2015,
3 TRIM 2014,883,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,30620833173,INTERACCION ART SA,13/06/2014,
3 TRIM 2015,960,EXTERNA F,A,NICOLINO ORNELA,MANCHINI HERNAN,30620833173,INTERACCION ART SA,13/06/2014,
4 TRIM 2014,808,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,30620833173,INTERACCION ART SA,13/06/2014,
2 TRIM 2015,946,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,30710688415,INTERBURO S.R.L.,27/04/2015,
3 TRIM 2015,962,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,30710688415,INTERBURO SRL,27/04/2015,
1 TRIM 2015,934,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,33708141769,INTERJEANS SRL,23/07/2014,
2 TRIM 2014,842,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,33708141769,INTERJEANS SRL,23/07/2014,
3 TRIM 2014,884,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,33708141769,INTERJEANS SRL,23/07/2014,
4 TRIM 2014,809,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,33708141769,INTERJEANS SRL,23/07/2014,
1 TRIM 2014,850,EXTERNA B,IV,GODINO RUBEN,ABELARDO ROMINA,30709102938,INTERMOBILI S.R.L.,11/03/2014,
1 TRIM 2015,935,EXTERNA B,IV,GODINO RUBEN,ABELARDO ROMINA,30709102938,INTERMOBILI S.R.L.,19/07/2012,10/03/2015
2 TRIM 2014,843,EXTERNA B,IV,GODINO RUBEN,ABELARDO ROMINA,30709102938,INTERMOBILI S.R.L.,11/03/2014,
2 TRIM 2015,947,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30708118652,INTEROPTICS S.A.,20/01/2015,
3 TRIM 2015,963,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30708118652,INTEROPTICS S.A.,20/01/2015,
1 TRIM 2015,936,EXTERNA C,IX,VUOTTO GUSTAVO,SANTORA ALEJANDRO,30708118652,INTEROPTICS SA,20/01/2015,
1 TRIM 2015,937,EXTERNA C,IX,COLUCCIO JORGE  ,SANTORA ALEJANDRO,30633061412,INTERPAMPAS SRL,12/05/2008,12/02/2014
3 TRIM 2015,964,PLANIFICACION Y SELECCION,INTERNA I,ZALAZAR PAOLA,CAPARRA MARCELA,30707818057,INTERSERVIT SRL,20/07/2015,
2 TRIM 2015,948,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,SANZ HORACIO,30689026652,INTERSOFT SA,22/04/2015,
3 TRIM 2015,965,PLANIFICACION Y SELECCION,INTERNA II,STABILE ALEJANDRO,BALZANO CARLOS,30689026652,INTERSOFT SA,22/04/2015,
2 TRIM 2014,844,EXTERNA D,SELLOS,SEDANO FERNANDA,CHIRICO MARIA,30697299226,INTERTURIS S.A.,18/12/2013,
3 TRIM 2014,885,EXTERNA D,SELLOS,SEDANO FERNANDA,CHIRICO MARIA,30697299226,INTERTURIS S.A.,18/12/2013,
4 TRIM 2014,810,EXTERNA D,SELLOS,SEDANO FERNANDA,CHIRICO MARIA,30697299226,INTERTURIS S.A.,18/12/2013,
1 TRIM 2014,851,EXTERNA D,SELLOS,SEDANO FERNANDA,CHIRICO MARIA,30697299226,INTERTURIS SA,18/12/2013,
1 TRIM 2015,938,EXTERNA D,SELLOS,SEDANO FERNANDA,BEITONE VANESA,30697299226,INTERTURIS SA,18/12/2013,
1 TRIM 2015,939,EXTERNA D,I0,SCHENONE MARIA OFELIA,CEPURBEDA JORGE,30710882742,INVENSYS PROCESS SYSTEM ARG. SA,17/03/2015,
2 TRIM 2015,949,EXTERNA D,I0,SCHENONE MARIA OFELIA,CEPURBEDA JORGE,30710882742,INVENSYS PROCESS SYSTEM ARG. SA,17/03/2015,
3 TRIM 2015,966,EXTERNA D,I0,SCHENONE MARIA OFELIA,CEPURBEDA JORGE,30710882742,INVENSYS PROCESS SYSTEM ARG. SA,17/03/2015,
3 TRIM 2015,967,OPERATIVOS,B,OVIEDO KARINA,GARIB JOSE LUIS LUIS,20173647183,INVERNOZ JUAN CARLOS,04/09/2015,
1 TRIM 2014,852,OPERATIVOS,A,CALZONE SERGIO,VAZQUEZ MARTINEZ GUSTAVO,30709282464,INVERSIONES ARROYO SA,14/04/2014,
2 TRIM 2014,845,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CALZONE SERGIO,ALVAREZ PABLO,30709282464,INVERSIONES ARROYO SA,14/04/2014,
1 TRIM 2014,853,CONCURSOS Y QUIEBRAS,,"FIGLAS, FLAVIA","POLICANO, ANTONIO",30708652691,INVERSIONES Y EMPRENDIMIENTOS REALIZAR SA,26/06/2014,
2 TRIM 2015,950,CONCURSOS Y QUIEBRAS,,CRISPINO PAULO,GIAMMARCHE DANIEL,30708652691,INVERSIONES Y EMPRENDIMIENTOS REALIZAR SA,15/05/2015,
3 TRIM 2015,968,CONCURSOS Y QUIEBRAS,,CRISPINO PAULO,GIAMMARCHE DANIEL,30708652691,INVERSIONES Y EMPRENDIMIENTOS REALIZAR SA,15/05/2015,
3 TRIM 2015,969,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30709464937,INVERSORA M&S SA,22/07/2015,
1 TRIM 2014,854,OPERATIVOS,A,ZOCCALI JOSE LUIS,MELILLO MARCELO,30711648514,INVESTIGACIONES Y DESARROLLO,20/03/2014,
1 TRIM 2014,855,EXTERNA C,VIII,BERNARDO ALICIA,SANCHEZ ARIAS HILDA,30707031014,INWORX ARGENTINA SA,07/01/2013,
2 TRIM 2014,846,EXTERNA C,VIII,BERNARDO ALICIA,SANCHEZ ARIAS HILDA,30707031014,INWORX ARGENTINA SA,07/01/2013,
1 TRIM 2015,940,CONCURSOS Y QUIEBRAS,,MUNIZ CLAUDIO,GUMUCIO HUMBERTO,30707557075,IPG INFORMATICA PROYECTOS Y GESTION S.A.,21/10/2014,
3 TRIM 2014,886,CONCURSOS Y QUIEBRAS,,MUNIZ CLAUDIO,GUMUCIO HUMBERTO,30707557075,IPG INFORMATICA PROYECTOS Y GESTION S.A.,21/10/2014,
4 TRIM 2014,811,CONCURSOS Y QUIEBRAS,,MUNIZ CLAUDIO,GUMUCIO HUMBERTO,30707557075,IPG INFORMATICA PROYECTOS Y GESTION SA,21/10/2014,
1 TRIM 2015,941,EXTERNA C,VIII,PRADO EVA,GONIONDZKY SILVINA,30708023910,IPMAG SA,26/01/2015,
2 TRIM 2015,951,EXTERNA C,VIII,PRADO EVA,GONIONDZKY SILVINA,30708023910,IPMAG SA,26/01/2015,
3 TRIM 2015,970,EXTERNA C,VIII,PRADO EVA,GONIONDZKY SILVINA,30708023910,IPMAG SA,26/01/2015,
1 TRIM 2014,856,EXTERNA A,III,CONTRERAS MANUEL,MARTIN CAROLINA,30710587708,IQUALL S.A.,23/07/2013,
2 TRIM 2014,847,EXTERNA A,III,CONTRERAS MANUEL,MARTIN CAROLINA,30710587708,IQUALL S.A.,23/07/2013,
2 TRIM 2015,952,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711981833,IRB BRASIL RESSEGUROS SA EN FORMACI?N,26/09/2014,
3 TRIM 2015,971,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711981833,IRB BRASIL RESSEGUROS SA EN FORMACI?N,26/09/2014,
1 TRIM 2015,942,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711981833,IRBBRASIL RESSEGUROS SA EN FORMACI?N,26/09/2014,
3 TRIM 2014,887,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711981833,IRBBRASIL RESSEGUROS SA EN FORMACI?N,26/09/2014,
4 TRIM 2014,812,EXTERNA C,VIII,MORANO ADOLFO,SANCHEZ ARIAS HILDA,30711981833,IRBBRASIL RESSEGUROS SA EN FORMACI?N,26/09/2014,
1 TRIM 2014,857,EXTERNA C,IX,GRANDE GABRIEL,MANCHINI HERNAN,20225018732,IRIGOYEN JAVIER MARIANO,02/01/2014,
1 TRIM 2015,943,EXTERNA F,A,GRANDE GABRIEL,MANCHINI HERNAN,20225018732,IRIGOYEN JAVIER MARIANO,07/01/2014,
2 TRIM 2014,848,EXTERNA F,A,GRANDE GABRIEL,MANCHINI HERNAN,20225018732,IRIGOYEN JAVIER MARIANO,07/01/2014,
3 TRIM 2014,888,EXTERNA F,A,GRANDE GABRIEL,MANCHINI HERNAN,20225018732,IRIGOYEN JAVIER MARIANO,07/01/2014,
4 TRIM 2014,813,EXTERNA F,A,GRANDE GABRIEL,MANCHINI HERNAN,20225018732,IRIGOYEN JAVIER MARIANO,07/01/2014,
1 TRIM 2014,858,EXTERNA D,SELLOS,RUIZ SILVINA,ALFARO NADIA,30525322749,IRSA INVERSIONES Y REPRESENTACIONES SA,26/03/2013,
1 TRIM 2015,944,EXTERNA D,SELLOS,LOMBARDI ROMINA,MERA ANDREA,30525322749,IRSA INVERSIONES Y REPRESENTACIONES SA,26/03/2013,05/11/2014
2 TRIM 2014,849,EXTERNA D,SELLOS,RUIZ SILVINA,ALFARO NADIA,30525322749,IRSA INVERSIONES Y REPRESENTACIONES SA,26/03/2013,
2 TRIM 2015,953,EXTERNA D,SELLOS,LOMBARDI ROMINA,MERA ANDREA,30525322749,IRSA INVERSIONES Y REPRESENTACIONES SA,26/03/2013,05/11/2014
4 TRIM 2014,814,EXTERNA D,SELLOS,LOMBARDI ROMINA,MERA ANDREA,30525322749,IRSA INVERSIONES Y REPRESENTACIONES SA,26/03/2013,05/11/2014
1 TRIM 2014,859,EXTERNA E,,GARCIA LINARES GERARDO,CHAIN JORGE,30555507107,IRSISA SRL,06/09/2013,
1 TRIM 2014,860,EXTERNA A,II,AJARGO MARIA LAURA,ROMERO GUADALUPE,33620030819,ISE INVESTIGACIONES SEGURIDAD EMPRESARIA S.A.,17/03/2014,
2 TRIM 2014,850,EXTERNA F,A,AJARGO MARIA LAURA,MANCHINI HERNAN,33620030819,ISE INVESTIGACIONES SEGURIDAD EMPRESARIA S.A.,17/03/2014,
3 TRIM 2015,972,CONCURSOS Y QUIEBRAS,,"FERNANDEZ VAQUERA, B",LENGARD CRISTINA,20123617100,ISEAS HUGO DANIEL,24/07/2015,
3 TRIM 2015,973,EXTERNA B,VI,"ALADRO, JORGE",FIORENZA GUSTAVO,30711603235,ISOLUX COISAN ENERGIAS RENOVABLES SA,13/07/2015,10/07/2015
1 TRIM 2014,861,EXTERNA B,V,ZAPATA  MARIA CECILIA,CAPUTO ROMINA,30711603235,ISOLUX CORSAN ENERGIAS RENOVABLES S.A. CU,08/01/2013,
1 TRIM 2015,945,EXTERNA B,V,ZAPATA  MARIA CECILIA,CAPUTO ROMINA,30711603235,ISOLUX CORSAN ENERGIAS RENOVABLES S.A. CU,08/01/2013,
2 TRIM 2014,851,EXTERNA B,V,ZAPATA  MARIA CECILIA,CAPUTO ROMINA,30711603235,ISOLUX CORSAN ENERGIAS RENOVABLES S.A. CU,08/01/2013,
2 TRIM 2015,954,EXTERNA B,V,ZAPATA  MARIA CECILIA,CAPUTO ROMINA,30711603235,ISOLUX CORSAN ENERGIAS RENOVABLES S.A. CU,08/01/2013,
3 TRIM 2014,889,EXTERNA B,V,ZAPATA  MARIA CECILIA,CAPUTO ROMINA,30711603235,ISOLUX CORSAN ENERGIAS RENOVABLES S.A. CU,08/01/2013,
4 TRIM 2014,815,EXTERNA B,V,ZAPATA  MARIA CECILIA,CAPUTO ROMINA,30711603235,ISOLUX CORSAN ENERGIAS RENOVABLES S.A. CU,08/01/2013,
2 TRIM 2015,955,PLANIFICACION Y SELECCION,INTERNA I,MESSINA ADRIANA NOEMI,CAPARRA MARCELA,30711695536,ISOLUX INGENIERIA S.A.,11/05/2015,
3 TRIM 2015,974,PLANIFICACION Y SELECCION,INTERNA I,MESSINA ADRIANA NOEMI,CAPARRA MARCELA,30711695536,ISOLUX INGENIERIA S.A.,11/05/2015,
2 TRIM 2015,956,PLANIFICACION Y SELECCION,INTERNA II,GUTIERREZ GASTON,ARAMBURU GERMAN,30708294450,ISOTECH S.R.L.,18/05/2015,
3 TRIM 2015,975,PLANIFICACION Y SELECCION,INTERNA II,GUTIERREZ GASTON,ARAMBURU GERMAN,30708294450,ISOTECH S.R.L.,18/05/2015,
1 TRIM 2014,862,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30655585644,ISP ARGENTINA SRL,31/01/2014,
1 TRIM 2015,946,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30655585644,ISP ARGENTINA SRL,31/01/2014,
2 TRIM 2014,852,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30655585644,ISP ARGENTINA SRL,31/01/2014,
2 TRIM 2015,957,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30655585644,ISP ARGENTINA SRL,31/01/2014,
3 TRIM 2014,890,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30655585644,ISP ARGENTINA SRL,31/01/2014,
3 TRIM 2015,976,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30655585644,ISP ARGENTINA SRL,31/01/2014,
4 TRIM 2014,816,EXTERNA B,VI,ZOILO JUAN,GARCIA STELLA MARIS,30655585644,ISP ARGENTINA SRL,31/01/2014,
1 TRIM 2015,947,OPERATIVOS,B,SCARANO EMMANUEL,GARIB JOSE LUIS LUIS,27054615782,ISRAEL VIRGINIA BEATRIZ,07/11/2014,
2 TRIM 2015,958,OPERATIVOS,B,SCARANO EMMANUEL,GARIB JOSE LUIS LUIS,27054615782,ISRAEL VIRGINIA BEATRIZ,07/11/2014,
4 TRIM 2014,817,OPERATIVOS,B,SCARANO EMMANUEL,GARIB JOSE LUIS LUIS,27054615782,ISRAEL VIRGINIA BEATRIZ,07/11/2014,
2 TRIM 2015,959,OPERATIVOS,A,CAPUTO CARLOS,BARBAGELATA RODOLFO,20087045588,ISSEL HUGO ALBERTO,13/04/2015,
3 TRIM 2015,977,OPERATIVOS,A,CAPUTO CARLOS,BARBAGELATA RODOLFO,20087045588,ISSEL HUGO ALBERTO,13/04/2015,
2 TRIM 2015,960,OPERATIVOS,A,BOGIN VERONICA,SALLES ENRIQUE,30694527015,ISSITEX SRL,30/09/2014,DEVOLUCION
3 TRIM 2014,891,OPERATIVOS,A,BOGIN VERONICA,SALLES ENRIQUE,30694527015,ISSITEX SRL,30/09/2014,
3 TRIM 2015,978,OPERATIVOS,A,BOGIN VERONICA,SALLES ENRIQUE,30694527015,ISSITEX SRL,30/09/2014,18/05/2015
4 TRIM 2014,818,OPERATIVOS,A,BOGIN VERONICA,SALLES ENRIQUE,30694527015,ISSITEX SRL,30/09/2014,
1 TRIM 2015,948,EXTERNA C,IX,VEGA DANIEL,COLUCCIO JORGE,30708473339,IT DEALS SA,18/03/2015,
2 TRIM 2015,961,EXTERNA C,IX,VEGA DANIEL,COLUCCIO JORGE,30708473339,IT DEALS SA,18/03/2015,
3 TRIM 2015,979,EXTERNA C,IX,VEGA DANIEL,COLUCCIO JORGE,30708473339,IT DEALS SA,18/03/2015,
1 TRIM 2014,863,EXTERNA A,III,LIPARI GLADYS,PETRELLA ANTONIO,30516516778,ITEPA S.A.I.C.I.A.,27/09/2013,
2 TRIM 2014,853,EXTERNA A,III,LIPARI GLADYS,PETRELLA ANTONIO,30516516778,ITEPA S.A.I.C.I.A.,27/09/2013,
1 TRIM 2014,864,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,27141088829,ITHURRALDE LAURA BEATRIZ,10/02/2014,
1 TRIM 2015,949,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,27141088829,ITHURRALDE LAURA BEATRIZ,10/02/2014,
2 TRIM 2014,854,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,27141088829,ITHURRALDE LAURA BEATRIZ,10/02/2014,
2 TRIM 2015,962,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,27141088829,ITHURRALDE LAURA BEATRIZ,10/02/2014,
3 TRIM 2014,892,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,27141088829,ITHURRALDE LAURA BEATRIZ,10/02/2014,
3 TRIM 2015,980,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,27141088829,ITHURRALDE LAURA BEATRIZ,10/02/2014,
4 TRIM 2014,819,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,27141088829,ITHURRALDE LAURA BEATRIZ,10/02/2014,
1 TRIM 2014,865,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,30700896621,ITURAM DE ARGENTINA S.A.,17/11/2011,28/08/2013
1 TRIM 2015,950,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,30700896621,ITURAM DE ARGENTINA S.A.,18/09/2013,
2 TRIM 2014,855,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,30700896621,ITURAM DE ARGENTINA S.A.,18/09/2013,
2 TRIM 2015,963,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,30700896621,ITURAM DE ARGENTINA S.A.,18/09/2013,
3 TRIM 2014,893,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,30700896621,ITURAM DE ARGENTINA S.A.,18/09/2013,
3 TRIM 2015,981,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,30700896621,ITURAM DE ARGENTINA S.A.,18/09/2013,
4 TRIM 2014,820,EXTERNA B,VI,"RUIZ, DANIEL ALBERTO",FIORENZA GUSTAVO,30700896621,ITURAM DE ARGENTINA S.A.,18/09/2013,
1 TRIM 2014,866,EXTERNA A,III,BEITONE VANESA,PETRELLA ANTONIO,30646196155,ITURRIA S.A.,17/07/2012,
2 TRIM 2014,856,EXTERNA A,III,BEITONE VANESA,PETRELLA ANTONIO,30646196155,ITURRIA S.A.,17/07/2012,
3 TRIM 2014,894,EXTERNA A,III,BEITONE VANESA,PETRELLA ANTONIO,30646196155,ITURRIA S.A.,17/07/2012,
1 TRIM 2014,867,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,33501707029,IVAX ARGENTINA SA,07/02/2014,
1 TRIM 2015,951,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,33501707029,IVAX ARGENTINA SA,07/02/2014,
2 TRIM 2014,857,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,33501707029,IVAX ARGENTINA SA,07/02/2014,
3 TRIM 2014,895,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,33501707029,IVAX ARGENTINA SA,07/02/2014,
4 TRIM 2014,821,EXTERNA D,SELLOS,EXPOSITO JORGE,MERA ANDREA,33501707029,IVAX ARGENTINA SA,07/02/2014,
1 TRIM 2015,952,EXTERNA A,III,DITURI ADRIANA,ANTONELLI MARTA,30585895268,IVECO ARGENTINA S.A.,31/10/2013,
2 TRIM 2015,964,EXTERNA A,III,DITURI ADRIANA,ANTONELLI MARTA,30585895268,IVECO ARGENTINA S.A.,31/10/2013,
4 TRIM 2014,822,EXTERNA A,III,DITURI ADRIANA,ANTONELLI MARTA,30585895268,IVECO ARGENTINA S.A.,31/10/2013,
1 TRIM 2014,868,EXTERNA A,III,DITURI ADRIANA,ANTONELLI MARTA,30585895268,IVECO ARGENTINA SA,28/10/2013,
2 TRIM 2014,858,EXTERNA A,III,DITURI ADRIANA,ANTONELLI MARTA,30585895268,IVECO ARGENTINA SA,28/10/2013,
3 TRIM 2014,896,EXTERNA A,III,DITURI ADRIANA,ANTONELLI MARTA,30585895268,IVECO ARGENTINA SA,28/10/2013,
1 TRIM 2014,869,EXTERNA E,II,LICASTRO JOSE,DOMINGUEZ JAVIER,30708882336,IVIMAR SRL,04/07/2013,
2 TRIM 2014,859,EXTERNA E,II,LICASTRO JOSE,DOMINGUEZ JAVIER,30708882336,IVIMAR SRL,04/07/2013,
3 TRIM 2014,897,EXTERNA E,I,RUBALDO DANIEL,PATANE ALICIA,30709651915,J & CHAPAREL SA,18/09/2014,DEVOLUCION
2 TRIM 2015,965,CONCURSOS Y QUIEBRAS,,"FERNANDEZ VAQUERA, B",LENGARD CRISTINA,30707043209,J C TAXI SRL,15/04/2015,
1 TRIM 2015,953,EXTERNA A,I,BATTAGLIA ROSARIO,EDREIRA NORMA,30501579471,J CARTELLONE CC SA,28/01/2015,
2 TRIM 2015,966,EXTERNA A,I,BATTAGLIA ROSARIO,EDREIRA NORMA,30501579471,J CARTELLONE CC SA,28/01/2015,
3 TRIM 2015,982,EXTERNA A,I,BATTAGLIA ROSARIO,EDREIRA NORMA,30501579471,J CARTELLONE CC SA,28/01/2015,
1 TRIM 2015,954,EXTERNA A,I,BRONSTAIN JORGE,EDREIRA NORMA,30710500300,J CARTELLONE CC SA - ELEPRINT SA UTE,28/01/2015,
2 TRIM 2015,967,EXTERNA A,I,BRONSTAIN JORGE,EDREIRA NORMA,30710500300,J CARTELLONE CC SA - ELEPRINT SA UTE,28/01/2015,
3 TRIM 2015,983,EXTERNA A,I,BRONSTAIN JORGE,EDREIRA NORMA,30710500300,J CARTELLONE CC SA - ELEPRINT SA UTE,28/01/2015,
1 TRIM 2015,955,EXTERNA A,I,BATTAGLIA ROSARIO,EDREIRA NORMA,30712230173,J CARTELLONE CC SA - INSOLUX ING SA UTE,28/01/2015,
2 TRIM 2015,968,EXTERNA A,I,BATTAGLIA ROSARIO,EDREIRA NORMA,30712230173,J CARTELLONE CC SA - INSOLUX ING SA UTE,28/01/2015,
3 TRIM 2015,984,EXTERNA A,I,BATTAGLIA ROSARIO,EDREIRA NORMA,30712230173,J CARTELLONE CC SA - INSOLUX ING SA UTE,28/01/2015,
3 TRIM 2015,985,EXTERNA E,I,CRESPO ARIEL,PATANE ALICIA,30709566810,J S MEDICINA ELECTRONICA SRL,SIN INICIO,
1 TRIM 2015,956,EXTERNA F,A,NICOLINO ORNELA,LENGARD CRISTINA,33712151949,J Y G KIDS SRL,31/03/2015,
2 TRIM 2015,969,EXTERNA F,A,NICOLINO ORNELA,MANCHINI HERNAN,33712151949,J Y G KIDS SRL,29/04/2015,
3 TRIM 2015,986,EXTERNA F,A,NICOLINO ORNELA,MANCHINI HERNAN,33712151949,J Y G KIDS SRL,31/03/2015,
1 TRIM 2015,957,EXTERNA A,III,LONGHI SILVIA,PETRELLA ANTONIO,30587834304,JAB COMERCIO EXTERIOR Y ADUANA S.R.L.,19/07/2012,
2 TRIM 2015,970,EXTERNA A,III,LONGHI SILVIA,PETRELLA ANTONIO,30587834304,JAB COMERCIO EXTERIOR Y ADUANA S.R.L.,19/07/2012,
4 TRIM 2014,823,EXTERNA A,III,LONGHI SILVIA,PETRELLA ANTONIO,30587834304,JAB COMERCIO EXTERIOR Y ADUANA S.R.L.,19/07/2012,
1 TRIM 2014,870,EXTERNA A,III,LONGHI SILVIA,PETRELLA ANTONIO,30587834304,JAB COMERCIO EXTERIOR Y ADUANA SRL,19/07/2012,
2 TRIM 2014,860,EXTERNA A,III,LONGHI SILVIA,PETRELLA ANTONIO,30587834304,JAB COMERCIO EXTERIOR Y ADUANA SRL,19/07/2012,
3 TRIM 2014,898,EXTERNA A,III,LONGHI SILVIA,PETRELLA ANTONIO,30587834304,JAB COMERCIO EXTERIOR Y ADUANA SRL,19/07/2012,
1 TRIM 2015,958,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA","POLICANO, ANTONIO",30501336846,JABALI SA,06/03/2015,
2 TRIM 2015,971,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,30501336846,JABALI SA,06/03/2015,
3 TRIM 2015,987,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA",LENGARD CRISTINA,30501336846,JABALI SA,18/03/2015,
2 TRIM 2014,861,EXTERNA A,II,REIST MARTA PATRICIA,LEGUIZAMON EMANUEL,27315183346,JABIJ DEBORA ROMINA,15/05/2014,
2 TRIM 2015,972,OPERATIVOS,A,ROUSSEAUX JULIETA,GONZALEZ MAURO,30500563059,JACOBO SZWOM E HIJOS SA,,
3 TRIM 2015,988,OPERATIVOS,A,ROUSSEAUX JULIETA,GONZALEZ MAURO,30500563059,JACOBO SZWOM E HIJOS SA,03/07/2015,
1 TRIM 2015,959,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,30708416483,JAG CONSULTORES Y ASOCIADOS S.A.,04/03/2015,
2 TRIM 2015,973,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,30708416483,JAG CONSULTORES Y ASOCIADOS S.A.,04/03/2015,
3 TRIM 2015,989,PLANIFICACION Y SELECCION,INTERNA I,YANKELEVICH PABLO,POSE LUCIANA,30708416483,JAG CONSULTORES Y ASOCIADOS S.A.,04/03/2015,
1 TRIM 2014,871,EXTERNA C,IX,AGUIRRE FLAVIA,SANTORA ALEJANDRO,30598420331,JAHRO SRL,12/08/2013,
2 TRIM 2014,862,EXTERNA C,IX,AGUIRRE FLAVIA,SANTORA ALEJANDRO,30598420331,JAHRO SRL,12/08/2013,
2 TRIM 2014,863,EXTERNA D,I0,CASTILLO CAROLINA,MILMAN MARIANO,30525870525,JAIME TEODORO YEMAL E HIJOS SA,14/12/2011,22/07/2014
